"","Total Population","NAME","state","county","Census.Tract","n","avg_calls","id","alt_boro","alt_ct"
"142",4197,"Census Tract 403.03, Bronx County, New York","36","05","040303",1,0.000238265427686443,"36005040303","2","2040303"
"143",3246,"Census Tract 403.04, Bronx County, New York","36","05","040304",2,0.000616142945163278,"36005040304","2","2040304"
"144",5928,"Census Tract 405.02, Bronx County, New York","36","05","040502",2,0.000337381916329285,"36005040502","2","2040502"
"145",3185,"Census Tract 406, Bronx County, New York","36","05","040600",1,0.000313971742543171,"36005040600","2","2040600"
"146",4126,"Census Tract 408, Bronx County, New York","36","05","040800",1,0.000242365487154629,"36005040800","2","2040800"
"147",3702,"Census Tract 409, Bronx County, New York","36","05","040900",9,0.00243111831442464,"36005040900","2","2040900"
"148",2464,"Census Tract 411, Bronx County, New York","36","05","041100",2,0.000811688311688312,"36005041100","2","2041100"
"149",7708,"Census Tract 413, Bronx County, New York","36","05","041300",3,0.000389206019719772,"36005041300","2","2041300"
"150",5190,"Census Tract 415, Bronx County, New York","36","05","041500",3,0.000578034682080925,"36005041500","2","2041500"
"151",6146,"Census Tract 419, Bronx County, New York","36","05","041900",3,0.000488122356003905,"36005041900","2","2041900"
"152",3592,"Census Tract 420, Bronx County, New York","36","05","042000",1,0.000278396436525612,"36005042000","2","2042000"
"153",8117,"Census Tract 426, Bronx County, New York","36","05","042600",2,0.000246396451891093,"36005042600","2","2042600"
"154",2173,"Census Tract 428, Bronx County, New York","36","05","042800",1,0.000460193281178095,"36005042800","2","2042800"
"155",2969,"Census Tract 429.01, Bronx County, New York","36","05","042901",1,0.000336813742000674,"36005042901","2","2042901"
"156",10174,"Census Tract 431, Bronx County, New York","36","05","043100",3,0.000294869274621584,"36005043100","2","2043100"
"157",3927,"Census Tract 434, Bronx County, New York","36","05","043400",1,0.000254647313470843,"36005043400","2","2043400"
"158",3779,"Census Tract 442, Bronx County, New York","36","05","044200",1,0.000264620269912675,"36005044200","2","2044200"
"159",4225,"Census Tract 444, Bronx County, New York","36","05","044400",1,0.000236686390532544,"36005044400","2","2044400"
"160",3063,"Census Tract 456, Bronx County, New York","36","05","045600",1,0.000326477309826967,"36005045600","2","2045600"
"161",3346,"Census Tract 484, Bronx County, New York","36","05","048400",2,0.000597728631201434,"36005048400","2","2048400"
"162",1014,"Census Tract 2, Kings County, New York","36","47","000200",4,0.00394477317554241,"36047000200","3","3000200"
"163",3377,"Census Tract 5.01, Kings County, New York","36","47","000501",3,0.000888362451880367,"36047000501","3","3000501"
"164",3479,"Census Tract 7, Kings County, New York","36","47","000700",4,0.00114975567691865,"36047000700","3","3000700"
"165",2246,"Census Tract 15, Kings County, New York","36","47","001500",3,0.00133570792520036,"36047001500","3","3001500"
"166",2440,"Census Tract 18, Kings County, New York","36","47","001800",4,0.00163934426229508,"36047001800","3","3001800"
"167",1611,"Census Tract 20, Kings County, New York","36","47","002000",1,0.000620732464307883,"36047002000","3","3002000"
"168",2880,"Census Tract 21, Kings County, New York","36","47","002100",3,0.00104166666666667,"36047002100","3","3002100"
"169",5181,"Census Tract 22, Kings County, New York","36","47","002200",3,0.000579038795599305,"36047002200","3","3002200"
"170",4043,"Census Tract 23, Kings County, New York","36","47","002300",1,0.000247341083353945,"36047002300","3","3002300"
"171",2715,"Census Tract 31, Kings County, New York","36","47","003100",1,0.000368324125230203,"36047003100","3","3003100"
"172",2352,"Census Tract 33, Kings County, New York","36","47","003300",2,0.000850340136054422,"36047003300","3","3003300"
"173",3065,"Census Tract 34, Kings County, New York","36","47","003400",1,0.00032626427406199,"36047003400","3","3003400"
"174",4201,"Census Tract 36, Kings County, New York","36","47","003600",1,0.000238038562247084,"36047003600","3","3003600"
"175",1515,"Census Tract 38, Kings County, New York","36","47","003800",3,0.00198019801980198,"36047003800","3","3003800"
"176",4062,"Census Tract 41, Kings County, New York","36","47","004100",1,0.000246184145741014,"36047004100","3","3004100"
"177",3329,"Census Tract 43, Kings County, New York","36","47","004300",5,0.00150195253829979,"36047004300","3","3004300"
"178",2426,"Census Tract 44, Kings County, New York","36","47","004400",1,0.000412201154163232,"36047004400","3","3004400"
"179",1185,"Census Tract 47, Kings County, New York","36","47","004700",2,0.00168776371308017,"36047004700","3","3004700"
"180",2304,"Census Tract 51, Kings County, New York","36","47","005100",3,0.00130208333333333,"36047005100","3","3005100"
"181",3184,"Census Tract 54, Kings County, New York","36","47","005400",1,0.000314070351758794,"36047005400","3","3005400"
"182",3500,"Census Tract 58, Kings County, New York","36","47","005800",2,0.000571428571428571,"36047005800","3","3005800"
"183",1199,"Census Tract 59, Kings County, New York","36","47","005900",2,0.00166805671392827,"36047005900","3","3005900"
"184",2872,"Census Tract 62, Kings County, New York","36","47","006200",2,0.000696378830083565,"36047006200","3","3006200"
"185",3478,"Census Tract 66, Kings County, New York","36","47","006600",3,0.000862564692351926,"36047006600","3","3006600"
"186",3184,"Census Tract 67, Kings County, New York","36","47","006700",1,0.000314070351758794,"36047006700","3","3006700"
"187",4774,"Census Tract 68, Kings County, New York","36","47","006800",3,0.000628403854210306,"36047006800","3","3006800"
"188",3347,"Census Tract 69, Kings County, New York","36","47","006900",1,0.000298775022408127,"36047006900","3","3006900"
"189",2714,"Census Tract 70, Kings County, New York","36","47","007000",3,0.00110537951363301,"36047007000","3","3007000"
"190",1774,"Census Tract 72, Kings County, New York","36","47","007200",1,0.00056369785794814,"36047007200","3","3007200"
"191",5582,"Census Tract 74, Kings County, New York","36","47","007400",2,0.000358294518093873,"36047007400","3","3007400"
"192",4922,"Census Tract 75, Kings County, New York","36","47","007500",2,0.000406338886631451,"36047007500","3","3007500"
"193",4719,"Census Tract 77, Kings County, New York","36","47","007700",2,0.000423818605636787,"36047007700","3","3007700"
"194",5728,"Census Tract 78, Kings County, New York","36","47","007800",3,0.000523743016759777,"36047007800","3","3007800"
"195",7737,"Census Tract 85, Kings County, New York","36","47","008500",1,0.000129249062944294,"36047008500","3","3008500"
"196",3007,"Census Tract 88, Kings County, New York","36","47","008800",1,0.00033255736614566,"36047008800","3","3008800"
"197",5106,"Census Tract 92, Kings County, New York","36","47","009200",3,0.000587544065804935,"36047009200","3","3009200"
"198",4939,"Census Tract 94, Kings County, New York","36","47","009400",1,0.000202470135654991,"36047009400","3","3009400"
"199",6615,"Census Tract 96, Kings County, New York","36","47","009600",4,0.000604686318972033,"36047009600","3","3009600"
"200",5461,"Census Tract 102, Kings County, New York","36","47","010200",2,0.000366233290606116,"36047010200","3","3010200"
"201",5380,"Census Tract 104, Kings County, New York","36","47","010400",1,0.000185873605947955,"36047010400","3","3010400"
"202",6054,"Census Tract 106, Kings County, New York","36","47","010600",1,0.000165180046250413,"36047010600","3","3010600"
"203",5148,"Census Tract 108, Kings County, New York","36","47","010800",3,0.000582750582750583,"36047010800","3","3010800"
"204",2320,"Census Tract 110, Kings County, New York","36","47","011000",1,0.000431034482758621,"36047011000","3","3011000"
"205",5779,"Census Tract 112, Kings County, New York","36","47","011200",3,0.000519120955182557,"36047011200","3","3011200"
"206",4286,"Census Tract 114, Kings County, New York","36","47","011400",3,0.000699953336444237,"36047011400","3","3011400"
"207",4377,"Census Tract 116, Kings County, New York","36","47","011600",2,0.000456933973040896,"36047011600","3","3011600"
"208",2613,"Census Tract 117, Kings County, New York","36","47","011700",4,0.00153080750095675,"36047011700","3","3011700"
"209",1542,"Census Tract 120, Kings County, New York","36","47","012000",1,0.000648508430609598,"36047012000","3","3012000"
"210",1800,"Census Tract 121, Kings County, New York","36","47","012100",2,0.00111111111111111,"36047012100","3","3012100"
"211",5230,"Census Tract 122, Kings County, New York","36","47","012200",2,0.000382409177820268,"36047012200","3","3012200"
"212",2880,"Census Tract 126, Kings County, New York","36","47","012600",4,0.00138888888888889,"36047012600","3","3012600"
"213",3559,"Census Tract 127, Kings County, New York","36","47","012700",3,0.000842933408260747,"36047012700","3","3012700"
"214",2146,"Census Tract 129.02, Kings County, New York","36","47","012902",3,0.00139794967381174,"36047012902","3","3012902"
"215",4227,"Census Tract 131, Kings County, New York","36","47","013100",1,0.000236574402649633,"36047013100","3","3013100"
"216",3466,"Census Tract 135, Kings County, New York","36","47","013500",1,0.000288517022504328,"36047013500","3","3013500"
"217",3785,"Census Tract 136, Kings County, New York","36","47","013600",1,0.000264200792602378,"36047013600","3","3013600"
"218",3452,"Census Tract 138, Kings County, New York","36","47","013800",2,0.000579374275782155,"36047013800","3","3013800"
"219",3308,"Census Tract 143, Kings County, New York","36","47","014300",1,0.00030229746070133,"36047014300","3","3014300"
"220",4111,"Census Tract 145, Kings County, New York","36","47","014500",1,0.000243249817562637,"36047014500","3","3014500"
"221",5370,"Census Tract 149, Kings County, New York","36","47","014900",1,0.000186219739292365,"36047014900","3","3014900"
"222",1737,"Census Tract 150, Kings County, New York","36","47","015000",2,0.00115141047783535,"36047015000","3","3015000"
"223",3751,"Census Tract 151, Kings County, New York","36","47","015100",2,0.000533191149026926,"36047015100","3","3015100"
"224",2601,"Census Tract 153, Kings County, New York","36","47","015300",1,0.000384467512495194,"36047015300","3","3015300"
"226",3562,"Census Tract 155, Kings County, New York","36","47","015500",3,0.000842223469960696,"36047015500","3","3015500"
"227",5817,"Census Tract 159, Kings County, New York","36","47","015900",1,0.000171909919202338,"36047015900","3","3015900"
"228",3068,"Census Tract 161, Kings County, New York","36","47","016100",1,0.000325945241199478,"36047016100","3","3016100"
"229",2225,"Census Tract 162, Kings County, New York","36","47","016200",2,0.000898876404494382,"36047016200","3","3016200"
"230",2013,"Census Tract 166, Kings County, New York","36","47","016600",2,0.000993541977148535,"36047016600","3","3016600"
"231",4593,"Census Tract 169, Kings County, New York","36","47","016900",3,0.000653167864141084,"36047016900","3","3016900"
"232",3286,"Census Tract 170, Kings County, New York","36","47","017000",2,0.000608642726719416,"36047017000","3","3017000"
"233",1694,"Census Tract 174, Kings County, New York","36","47","017400",1,0.000590318772136954,"36047017400","3","3017400"
"235",2422,"Census Tract 178, Kings County, New York","36","47","017800",3,0.00123864574731627,"36047017800","3","3017800"
"236",3782,"Census Tract 179, Kings County, New York","36","47","017900",1,0.000264410364886304,"36047017900","3","3017900"
"237",2807,"Census Tract 180, Kings County, New York","36","47","018000",2,0.000712504453152832,"36047018000","3","3018000"
"238",4124,"Census Tract 181, Kings County, New York","36","47","018100",1,0.000242483026188167,"36047018100","3","3018100"
"239",2771,"Census Tract 182, Kings County, New York","36","47","018200",5,0.00180440274269217,"36047018200","3","3018200"
"240",1765,"Census Tract 184, Kings County, New York","36","47","018400",2,0.00113314447592068,"36047018400","3","3018400"
"241",1660,"Census Tract 186, Kings County, New York","36","47","018600",4,0.00240963855421687,"36047018600","3","3018600"
"242",1707,"Census Tract 187, Kings County, New York","36","47","018700",3,0.00175746924428822,"36047018700","3","3018700"
"243",4741,"Census Tract 190, Kings County, New York","36","47","019000",1,0.00021092596498629,"36047019000","3","3019000"
"244",2237,"Census Tract 192, Kings County, New York","36","47","019200",1,0.000447027268663388,"36047019200","3","3019200"
