"","census","complaint.category","n","top"
"2926","36047088800","noise",2,"no"
"2927","36047088800","parking",2,"no"
"2928","36047089000","household",3,"no"
"2929","36047089000","noise",1,"no"
"2930","36047089000","other",6,"no"
"2931","36047089000","parking",3,"no"
"2932","36047089200","household",2,"no"
"2933","36047089200","other",9,"no"
"2934","36047089200","parking",1,"no"
"2935","36047089400","household",1,"no"
"2936","36047089400","noise",9,"no"
"2937","36047089400","other",5,"no"
"2938","36047089600","household",8,"no"
"2939","36047089600","noise",3,"no"
"2940","36047089600","other",6,"no"
"2941","36047089600","parking",1,"no"
"2942","36047089800","household",1,"no"
"2943","36047089800","other",3,"no"
"2944","36047089800","parking",1,"no"
"2945","36047090000","noise",2,"no"
"2946","36047090000","other",4,"no"
"2947","36047090200","other",3,"no"
"2948","36047090200","parking",1,"no"
"2949","36047090600","household",2,"no"
"2950","36047090600","noise",3,"no"
"2951","36047090600","other",5,"no"
"2952","36047090800","noise",4,"no"
"2953","36047090800","other",1,"no"
"2954","36047090800","parking",1,"no"
"2955","36047091000","other",4,"no"
"2956","36047091000","parking",1,"no"
"2957","36047091200","other",1,"no"
"2958","36047091600","collection",2,"no"
"2959","36047091600","household",7,"no"
"2960","36047091600","other",15,"no"
"2961","36047091600","parking",1,"no"
"2962","36047091800","other",4,"no"
"2963","36047092000","other",1,"no"
"2964","36047092000","parking",3,"no"
"2965","36047092200","other",1,"no"
"2966","36047092400","household",14,"no"
"2967","36047092400","noise",2,"no"
"2968","36047092400","other",7,"no"
"2969","36047092400","parking",1,"no"
"2970","36047092800","collection",1,"no"
"2971","36047092800","other",3,"no"
"2972","36047093000","other",4,"no"
"2973","36047093000","parking",3,"no"
"2974","36047093200","noise",1,"no"
"2975","36047093200","other",3,"no"
"2976","36047093200","parking",1,"no"
"2977","36047093400","other",3,"no"
"2978","36047093400","parking",1,"no"
"2979","36047093800","household",6,"no"
"2980","36047093800","noise",1,"no"
"2981","36047093800","other",7,"no"
"2982","36047093800","parking",1,"no"
"2983","36047094401","collection",1,"no"
"2984","36047094401","other",7,"no"
"2985","36047094402","noise",2,"no"
"2986","36047094402","other",1,"no"
"2987","36047094600","other",5,"no"
"2988","36047095000","other",4,"no"
"2989","36047095000","parking",2,"no"
"2990","36047095400","other",6,"no"
"2991","36047095400","parking",3,"no"
"2992","36047095600","noise",1,"no"
"2993","36047095600","parking",2,"no"
"2994","36047095800","other",1,"no"
"2995","36047096000","other",6,"no"
"2996","36047096000","parking",1,"no"
"2997","36047096200","other",1,"no"
"2998","36047096400","noise",1,"no"
"2999","36047096400","other",1,"no"
"3000","36047096600","household",1,"no"
"3001","36047096600","parking",2,"no"
"3002","36047096800","noise",1,"no"
"3003","36047096800","other",1,"no"
"3004","36047097000","collection",1,"no"
"3005","36047097000","household",6,"no"
"3006","36047097000","noise",1,"no"
"3007","36047097000","other",3,"no"
"3008","36047097000","parking",1,"no"
"3009","36047097400","collection",1,"no"
"3010","36047097400","other",1,"no"
"3011","36047097400","parking",1,"no"
"3012","36047098200","noise",2,"no"
"3013","36047098400","other",1,"no"
"3014","36047098600","collection",2,"no"
"3015","36047098600","household",1,"no"
"3016","36047098600","other",2,"no"
"3017","36047098800","other",4,"no"
"3018","36047099000","other",4,"no"
"3019","36047099200","household",1,"no"
"3020","36047099200","other",1,"no"
"3021","36047099200","parking",2,"no"
"3022","36047099400","other",1,"no"
"3023","36047099600","parking",5,"no"
"3024","36047099800","noise",3,"no"
"3025","36047099800","parking",6,"no"
"3026","36047100400","collection",1,"no"
"3027","36047100400","noise",1,"no"
"3028","36047100400","parking",2,"no"
"3029","36047100600","collection",1,"no"
"3030","36047100600","noise",1,"no"
"3031","36047100600","other",1,"no"
"3032","36047100600","parking",3,"no"
"3033","36047100800","other",1,"no"
"3034","36047101000","collection",2,"no"
"3035","36047101000","noise",2,"no"
"3036","36047101000","other",1,"no"
"3037","36047101000","parking",1,"no"
"3038","36047101200","collection",1,"no"
"3039","36047101200","other",1,"no"
"3040","36047101200","parking",1,"no"
"3041","36047101400","other",4,"no"
"3042","36047101600","collection",2,"no"
"3043","36047101600","parking",1,"no"
"3044","36047102000","collection",3,"no"
"3045","36047102000","noise",1,"no"
"3046","36047102000","other",2,"no"
"3047","36047102200","collection",1,"no"
"3048","36047102200","noise",1,"no"
"3049","36047102200","other",1,"no"
"3050","36047102400","collection",1,"no"
"3051","36047102400","other",1,"no"
"3052","36047102600","household",2,"no"
"3053","36047102600","other",4,"no"
"3054","36047102600","parking",2,"no"
"3055","36047102800","other",1,"no"
"3056","36047102800","parking",1,"no"
"3057","36047103400","noise",1,"no"
"3058","36047103400","other",1,"no"
"3059","36047105801","household",3,"no"
"3060","36047105801","other",2,"no"
"3061","36047105804","household",3,"no"
"3062","36047105804","other",3,"no"
"3063","36047105804","parking",4,"no"
"3064","36047107000","household",3,"no"
"3065","36047107000","noise",2,"no"
"3066","36047107000","other",4,"no"
"3067","36047107000","parking",1,"no"
"3068","36047107800","collection",1,"no"
"3069","36047107800","household",1,"no"
"3070","36047107800","other",1,"no"
"3071","36047107800","parking",1,"no"
"3072","36047109800","noise",2,"no"
"3073","36047109800","other",2,"no"
"3074","36047110400","collection",2,"no"
"3075","36047110400","household",5,"no"
"3076","36047110400","other",8,"no"
"3077","36047110400","parking",3,"no"
"3078","36047110600","collection",2,"no"
"3079","36047110600","noise",2,"no"
"3080","36047110600","other",1,"no"
"3081","36047111000","noise",6,"no"
"3082","36047111000","other",3,"no"
"3083","36047111600","household",1,"no"
"3084","36047111600","other",4,"no"
"3085","36047111800","household",7,"no"
"3086","36047111800","other",7,"no"
"3087","36047111800","parking",5,"no"
"3088","36047112000","collection",1,"no"
"3089","36047112000","household",1,"no"
"3090","36047112000","other",7,"no"
"3091","36047112200","household",9,"no"
"3092","36047112200","other",7,"no"
"3093","36047112200","parking",1,"no"
"3094","36047112400","collection",1,"no"
"3095","36047112400","other",6,"no"
"3096","36047112400","parking",3,"no"
"3097","36047112600","household",2,"no"
"3098","36047112600","noise",2,"no"
"3099","36047112600","other",7,"no"
"3100","36047112800","household",5,"no"
"3101","36047112800","noise",2,"no"
"3102","36047112800","other",10,"no"
"3103","36047112800","parking",1,"no"
"3104","36047113000","household",8,"no"
"3105","36047113000","noise",1,"no"
"3106","36047113000","other",6,"no"
"3107","36047113200","other",5,"no"
"3108","36047113200","parking",1,"no"
"3109","36047114201","noise",1,"no"
"3110","36047114201","other",2,"no"
"3111","36047114201","parking",8,"no"
"3112","36047114202","collection",1,"no"
"3113","36047114202","household",2,"no"
"3114","36047114202","noise",3,"no"
"3115","36047114202","other",1,"no"
"3116","36047114202","parking",1,"no"
"3117","36047114400","noise",1,"no"
"3118","36047114400","other",3,"no"
"3119","36047114400","parking",2,"no"
"3120","36047114600","household",5,"no"
"3121","36047114600","other",13,"no"
"3122","36047114600","parking",3,"no"
"3123","36047115000","household",2,"no"
"3124","36047115000","noise",1,"no"
"3125","36047115000","other",11,"no"
"3126","36047115000","parking",1,"no"
"3127","36047115200","noise",2,"no"
"3128","36047115200","other",5,"no"
"3129","36047115600","noise",1,"no"
"3130","36047115800","collection",1,"no"
"3131","36047115800","noise",2,"no"
"3132","36047115800","other",3,"no"
"3133","36047116000","noise",1,"no"
"3134","36047116200","collection",2,"no"
"3135","36047116200","household",4,"no"
"3136","36047116200","other",9,"no"
"3137","36047116200","parking",2,"no"
"3138","36047116400","household",5,"no"
"3139","36047116400","other",13,"no"
"3140","36047116600","collection",1,"no"
"3141","36047116600","household",7,"no"
"3142","36047116600","other",4,"no"
"3143","36047116600","parking",1,"no"
"3144","36047116800","household",2,"no"
"3145","36047116800","other",5,"no"
"3146","36047116800","parking",5,"no"
"3147","36047117000","collection",1,"no"
"3148","36047117000","other",1,"no"
"3149","36047117000","parking",1,"no"
"3150","36047117201","noise",1,"no"
"3151","36047117201","other",5,"no"
"3152","36047117202","collection",1,"no"
"3153","36047117202","noise",2,"no"
"3154","36047117202","other",1,"no"
"3155","36047117202","parking",1,"no"
"3156","36047117400","noise",3,"no"
"3157","36047117400","other",15,"no"
"3158","36047117400","parking",3,"no"
"3159","36047117601","collection",1,"no"
"3160","36047117601","noise",2,"no"
"3161","36047117601","other",9,"no"
"3162","36047117601","parking",3,"no"
"3163","36047117602","noise",1,"no"
"3164","36047117602","other",2,"no"
"3165","36047117602","parking",1,"no"
"3166","36047117800","other",4,"no"
"3167","36047117800","parking",1,"no"
"3168","36047118201","household",1,"no"
"3169","36047118201","other",3,"no"
"3170","36047118201","parking",4,"no"
"3171","36047118202","household",2,"no"
"3172","36047118202","noise",1,"no"
"3173","36047118202","other",1,"no"
"3174","36047118400","collection",1,"no"
"3175","36047118400","noise",6,"no"
"3176","36047118400","other",12,"no"
"3177","36047118400","parking",2,"no"
"3178","36047118600","other",4,"no"
"3179","36047118600","parking",1,"no"
"3180","36047118800","household",5,"no"
"3181","36047118800","other",6,"no"
"3182","36047119000","noise",1,"no"
"3183","36047119000","other",1,"no"
"3184","36047119200","household",2,"no"
"3185","36047119200","noise",3,"no"
"3186","36047119200","other",9,"no"
"3187","36047119200","parking",6,"no"
"3188","36047119400","other",3,"no"
"3189","36047119400","parking",5,"no"
"3190","36047119600","household",5,"no"
"3191","36047119600","noise",1,"no"
"3192","36047119600","other",10,"no"
"3193","36047119600","parking",2,"no"
"3194","36047119800","collection",1,"no"
"3195","36047119800","noise",1,"no"
"3196","36047119800","other",10,"no"
"3197","36047119800","parking",4,"no"
"3198","36047120000","other",5,"no"
"3199","36047120000","parking",1,"no"
"3200","36047120800","household",7,"no"
"3201","36047120800","noise",3,"no"
"3202","36047120800","other",6,"no"
"3203","36047120800","parking",4,"no"
"3204","36047121000","noise",7,"no"
"3205","36047121000","other",1,"no"
"3206","36047122000","household",4,"no"
"3207","36047122000","other",5,"no"
"3208","36047122000","parking",1,"no"
"3209","36047123700","collection",4,"no"
"3210","36047123700","other",4,"no"
"3211","36047123700","parking",2,"no"
"3212","36047150200","noise",1,"no"
"3213","36047150200","other",4,"no"
"3214","36047150200","parking",2,"no"
"3215","36047152200","collection",2,"no"
"3216","36047152200","other",7,"no"
"3217","36047152200","parking",4,"no"
"3218","36059303600","other",1,"no"
"3219","36059405100","other",1,"no"
"3220","36059407203","other",1,"no"
"3221","36059410400","other",1,"no"
"3222","36059411100","parking",1,"no"
"3223","36059415402","other",1,"no"
"3224","36061000201","other",1,"no"
"3225","36061000201","parking",1,"no"
"3226","36061000202","noise",10,"no"
"3227","36061000202","other",5,"no"
"3228","36061000600","collection",1,"no"
"3229","36061000600","noise",4,"no"
"3230","36061000600","other",10,"no"
"3231","36061000600","parking",5,"no"
"3232","36061000700","household",1,"no"
"3233","36061000700","noise",7,"no"
"3234","36061000700","other",11,"no"
"3235","36061000700","parking",2,"no"
"3236","36061000800","household",1,"no"
"3237","36061000800","noise",1,"no"
"3238","36061000800","other",6,"no"
"3239","36061000800","parking",3,"no"
"3240","36061000900","noise",3,"no"
"3241","36061000900","other",7,"no"
"3242","36061000900","parking",2,"no"
"3243","36061001002","noise",1,"no"
"3244","36061001002","other",1,"no"
"3245","36061001200","collection",1,"no"
"3246","36061001200","noise",2,"no"
"3247","36061001300","collection",1,"no"
"3248","36061001300","noise",9,"no"
"3249","36061001300","other",11,"no"
"3250","36061001300","parking",2,"no"
"3251","36061001401","noise",2,"no"
"3252","36061001402","noise",3,"no"
"3253","36061001402","other",3,"no"
"3254","36061001501","noise",7,"no"
"3255","36061001501","other",18,"no"
"3256","36061001502","household",2,"no"
"3257","36061001502","noise",13,"no"
"3258","36061001502","other",14,"no"
"3259","36061001502","parking",9,"no"
"3260","36061001600","collection",1,"no"
"3261","36061001600","noise",9,"no"
"3262","36061001600","other",7,"no"
"3263","36061001800","collection",1,"no"
"3264","36061001800","noise",30,"no"
"3265","36061001800","other",32,"no"
"3266","36061001800","parking",5,"no"
"3267","36061002000","other",2,"no"
"3268","36061002100","noise",3,"no"
"3269","36061002100","other",9,"no"
"3270","36061002100","parking",2,"no"
"3271","36061002201","household",9,"no"
"3272","36061002201","noise",4,"no"
"3273","36061002201","other",6,"no"
"3274","36061002201","parking",1,"no"
"3275","36061002202","noise",6,"no"
"3276","36061002202","other",1,"no"
"3277","36061002400","noise",4,"no"
"3278","36061002400","other",1,"no"
"3279","36061002500","noise",2,"no"
"3280","36061002601","noise",4,"no"
"3281","36061002601","other",4,"no"
"3282","36061002602","noise",11,"no"
"3283","36061002602","other",2,"no"
"3284","36061002700","other",2,"no"
"3285","36061002800","noise",3,"no"
"3286","36061002800","other",5,"no"
"3287","36061002900","collection",1,"no"
"3288","36061002900","noise",2,"no"
"3289","36061002900","other",7,"no"
"3290","36061002900","parking",1,"no"
"3291","36061003001","collection",1,"no"
"3292","36061003001","household",4,"no"
"3293","36061003001","noise",12,"no"
"3294","36061003001","other",18,"no"
"3295","36061003001","parking",1,"no"
"3296","36061003002","noise",16,"no"
"3297","36061003002","other",4,"no"
"3298","36061003100","collection",1,"no"
"3299","36061003100","noise",2,"no"
"3300","36061003100","other",11,"no"
"3301","36061003200","household",5,"no"
"3302","36061003200","noise",23,"no"
"3303","36061003200","other",21,"no"
"3304","36061003300","collection",3,"no"
"3305","36061003300","other",12,"no"
"3306","36061003400","household",7,"no"
"3307","36061003400","noise",11,"no"
"3308","36061003400","other",17,"no"
"3309","36061003400","parking",3,"no"
"3310","36061003601","noise",6,"no"
"3311","36061003601","other",14,"no"
"3312","36061003602","household",1,"no"
"3313","36061003602","noise",6,"no"
"3314","36061003602","other",27,"no"
"3315","36061003602","parking",1,"no"
"3316","36061003700","collection",1,"no"
"3317","36061003700","noise",5,"no"
"3318","36061003700","other",11,"no"
"3319","36061003700","parking",4,"no"
"3320","36061003800","collection",2,"no"
"3321","36061003800","household",2,"no"
"3322","36061003800","noise",18,"no"
"3323","36061003800","other",20,"no"
"3324","36061003800","parking",1,"no"
"3325","36061003900","collection",2,"no"
"3326","36061003900","noise",1,"no"
"3327","36061003900","other",7,"no"
"3328","36061004000","household",8,"no"
"3329","36061004000","noise",13,"no"
"3330","36061004000","other",9,"no"
"3331","36061004100","noise",17,"no"
"3332","36061004100","other",17,"no"
"3333","36061004100","parking",1,"no"
"3334","36061004200","noise",2,"no"
"3335","36061004200","other",9,"no"
"3336","36061004300","household",1,"no"
"3337","36061004300","noise",4,"no"
"3338","36061004300","other",19,"no"
"3339","36061004300","parking",3,"no"
"3340","36061004400","noise",1,"no"
"3341","36061004500","noise",1,"no"
"3342","36061004500","other",5,"no"
"3343","36061004700","collection",1,"no"
"3344","36061004700","noise",3,"no"
"3345","36061004700","other",5,"no"
"3346","36061004800","household",1,"no"
"3347","36061004800","noise",13,"no"
"3348","36061004800","other",6,"no"
"3349","36061004800","parking",1,"no"
"3350","36061004900","household",1,"no"
"3351","36061004900","noise",6,"no"
"3352","36061004900","other",23,"no"
"3353","36061005000","collection",1,"no"
"3354","36061005000","household",3,"no"
"3355","36061005000","noise",11,"no"
"3356","36061005000","other",8,"no"
"3357","36061005200","collection",1,"no"
"3358","36061005200","noise",9,"no"
"3359","36061005200","other",3,"no"
"3360","36061005200","parking",1,"no"
"3361","36061005400","collection",2,"no"
"3362","36061005400","noise",1,"no"
"3363","36061005400","other",8,"no"
"3364","36061005400","parking",3,"no"
"3365","36061005501","other",2,"no"
"3366","36061005502","collection",3,"no"
"3367","36061005502","noise",2,"no"
"3368","36061005502","other",10,"no"
"3369","36061005600","noise",1,"no"
"3370","36061005600","other",4,"no"
"3371","36061005600","parking",1,"no"
"3372","36061005700","noise",1,"no"
"3373","36061005700","other",2,"no"
"3374","36061005800","noise",10,"no"
"3375","36061005800","other",9,"no"
"3376","36061005800","parking",3,"no"
"3377","36061005900","collection",1,"no"
"3378","36061005900","noise",1,"no"
"3379","36061005900","other",6,"no"
"3380","36061006000","noise",7,"no"
"3381","36061006000","parking",1,"no"
"3382","36061006100","collection",1,"no"
"3383","36061006100","noise",2,"no"
"3384","36061006100","other",13,"no"
"3385","36061006200","other",1,"no"
"3386","36061006300","household",2,"no"
"3387","36061006300","noise",1,"no"
"3388","36061006300","other",12,"no"
"3389","36061006300","parking",2,"no"
"3390","36061006400","collection",1,"no"
"3391","36061006400","household",2,"no"
"3392","36061006400","noise",14,"no"
"3393","36061006400","other",6,"no"
"3394","36061006500","collection",2,"no"
"3395","36061006500","noise",21,"no"
"3396","36061006500","other",8,"no"
"3397","36061006500","parking",1,"no"
"3398","36061006600","collection",1,"no"
"3399","36061006600","noise",8,"no"
"3400","36061006600","other",10,"no"
"3401","36061006700","noise",8,"no"
"3402","36061006700","other",12,"no"
"3403","36061006800","household",6,"no"
"3404","36061006800","noise",13,"no"
"3405","36061006800","other",6,"no"
"3406","36061006800","parking",3,"no"
"3407","36061006900","other",4,"no"
"3408","36061007000","collection",1,"no"
"3409","36061007000","noise",4,"no"
"3410","36061007000","other",12,"no"
"3411","36061007100","household",2,"no"
"3412","36061007100","noise",3,"no"
"3413","36061007100","other",18,"no"
"3414","36061007200","collection",1,"no"
"3415","36061007200","household",4,"no"
"3416","36061007200","noise",5,"no"
"3417","36061007200","other",12,"no"
"3418","36061007200","parking",2,"no"
"3419","36061007300","collection",2,"no"
"3420","36061007300","household",5,"no"
"3421","36061007300","noise",4,"no"
"3422","36061007300","other",7,"no"
"3423","36061007300","parking",5,"no"
"3424","36061007400","household",2,"no"
"3425","36061007400","noise",2,"no"
"3426","36061007400","other",10,"no"
"3427","36061007400","parking",1,"no"
"3428","36061007500","noise",3,"no"
"3429","36061007500","other",1,"no"
"3430","36061007500","parking",3,"no"
"3431","36061007600","noise",4,"no"
"3432","36061007600","other",10,"no"
"3433","36061007700","household",10,"no"
"3434","36061007700","noise",3,"no"
"3435","36061007700","other",18,"no"
"3436","36061007800","household",2,"no"
"3437","36061007800","noise",10,"no"
"3438","36061007800","other",15,"no"
"3439","36061007900","collection",1,"no"
"3440","36061007900","noise",6,"no"
"3441","36061007900","other",12,"no"
"3442","36061007900","parking",1,"no"
"3443","36061008000","noise",4,"no"
"3444","36061008000","other",10,"no"
"3445","36061008100","collection",1,"no"
"3446","36061008100","household",2,"no"
"3447","36061008100","noise",4,"no"
"3448","36061008100","other",14,"no"
"3449","36061008100","parking",1,"no"
"3450","36061008200","household",3,"no"
"3451","36061008200","noise",1,"no"
"3452","36061008200","other",5,"no"
"3453","36061008300","household",5,"no"
"3454","36061008300","noise",3,"no"
"3455","36061008300","other",2,"no"
"3456","36061008300","parking",1,"no"
"3457","36061008400","collection",1,"no"
"3458","36061008400","noise",5,"no"
"3459","36061008400","other",7,"no"
"3460","36061008400","parking",1,"no"
"3461","36061008602","noise",2,"no"
"3462","36061008602","other",2,"no"
"3463","36061008603","household",2,"no"
"3464","36061008603","noise",4,"no"
"3465","36061008603","other",6,"no"
"3466","36061008700","collection",3,"no"
"3467","36061008700","household",6,"no"
"3468","36061008700","noise",5,"no"
"3469","36061008700","other",17,"no"
"3470","36061008800","household",4,"no"
"3471","36061008800","noise",6,"no"
"3472","36061008800","other",7,"no"
"3473","36061008800","parking",1,"no"
"3474","36061008900","collection",3,"no"
"3475","36061008900","household",2,"no"
"3476","36061008900","noise",8,"no"
"3477","36061008900","other",9,"no"
"3478","36061009000","collection",1,"no"
"3479","36061009000","noise",2,"no"
"3480","36061009000","other",5,"no"
"3481","36061009000","parking",2,"no"
"3482","36061009100","collection",5,"no"
"3483","36061009100","household",2,"no"
"3484","36061009100","noise",3,"no"
"3485","36061009100","other",19,"no"
"3486","36061009200","household",1,"no"
"3487","36061009200","noise",1,"no"
"3488","36061009200","other",6,"no"
"3489","36061009300","household",2,"no"
"3490","36061009300","noise",20,"no"
"3491","36061009300","other",9,"no"
"3492","36061009300","parking",1,"no"
"3493","36061009400","noise",3,"no"
"3494","36061009400","other",3,"no"
"3495","36061009500","household",1,"no"
"3496","36061009500","noise",3,"no"
"3497","36061009500","other",16,"no"
"3498","36061009500","parking",1,"no"
"3499","36061009600","noise",1,"no"
"3500","36061009600","other",24,"no"
"3501","36061009600","parking",1,"no"
"3502","36061009700","household",1,"no"
"3503","36061009700","noise",5,"no"
"3504","36061009700","other",2,"no"
"3505","36061009800","collection",1,"no"
"3506","36061009800","noise",3,"no"
"3507","36061009800","other",9,"no"
"3508","36061009800","parking",2,"no"
"3509","36061009900","noise",7,"no"
"3510","36061009900","other",10,"no"
"3511","36061009900","parking",2,"no"
"3512","36061010000","household",3,"no"
"3513","36061010000","noise",4,"no"
"3514","36061010000","other",4,"no"
"3515","36061010100","other",15,"no"
"3516","36061010100","parking",1,"no"
"3517","36061010200","noise",1,"no"
"3518","36061010200","other",6,"no"
"3519","36061010300","household",1,"no"
"3520","36061010300","noise",4,"no"
"3521","36061010300","other",7,"no"
"3522","36061010400","other",8,"no"
"3523","36061010400","parking",2,"no"
"3524","36061010601","household",1,"no"
"3525","36061010601","noise",1,"no"
"3526","36061010601","other",2,"no"
"3527","36061010602","noise",1,"no"
"3528","36061010602","other",1,"no"
"3529","36061010602","parking",1,"no"
"3530","36061010800","household",3,"no"
"3531","36061010800","noise",1,"no"
"3532","36061010800","other",2,"no"
"3533","36061010900","other",17,"no"
"3534","36061010900","parking",3,"no"
"3535","36061011000","collection",1,"no"
"3536","36061011000","household",4,"no"
"3537","36061011000","noise",1,"no"
"3538","36061011000","other",9,"no"
"3539","36061011100","household",1,"no"
"3540","36061011100","noise",9,"no"
"3541","36061011100","other",5,"no"
"3542","36061011100","parking",1,"no"
"3543","36061011201","noise",2,"no"
"3544","36061011201","other",2,"no"
"3545","36061011202","other",1,"no"
"3546","36061011202","parking",1,"no"
"3547","36061011203","noise",2,"no"
"3548","36061011203","other",1,"no"
"3549","36061011300","other",16,"no"
"3550","36061011401","household",2,"no"
"3551","36061011401","other",6,"no"
"3552","36061011402","household",1,"no"
"3553","36061011402","noise",2,"no"
"3554","36061011402","other",2,"no"
"3555","36061011500","collection",2,"no"
"3556","36061011500","noise",4,"no"
"3557","36061011500","other",7,"no"
"3558","36061011600","collection",1,"no"
"3559","36061011600","household",3,"no"
"3560","36061011600","noise",2,"no"
"3561","36061011600","other",2,"no"
"3562","36061011600","parking",1,"no"
"3563","36061011700","noise",7,"no"
"3564","36061011700","other",3,"no"
"3565","36061011800","collection",1,"no"
"3566","36061011800","noise",5,"no"
"3567","36061011800","other",5,"no"
"3568","36061011800","parking",1,"no"
"3569","36061011900","collection",2,"no"
"3570","36061011900","household",2,"no"
"3571","36061011900","noise",3,"no"
"3572","36061011900","other",5,"no"
"3573","36061012000","household",1,"no"
"3574","36061012000","noise",3,"no"
"3575","36061012000","other",8,"no"
"3576","36061012000","parking",2,"no"
"3577","36061012100","household",3,"no"
"3578","36061012100","noise",13,"no"
"3579","36061012100","other",14,"no"
"3580","36061012100","parking",2,"no"
"3581","36061012200","household",1,"no"
"3582","36061012200","noise",7,"no"
"3583","36061012200","other",9,"no"
"3584","36061012400","collection",1,"no"
"3585","36061012400","household",5,"no"
"3586","36061012400","noise",3,"no"
"3587","36061012400","parking",4,"no"
"3588","36061012500","other",5,"no"
"3589","36061012500","parking",1,"no"
"3590","36061012600","collection",3,"no"
"3591","36061012600","household",1,"no"
"3592","36061012600","noise",4,"no"
"3593","36061012600","other",5,"no"
"3594","36061012600","parking",2,"no"
"3595","36061012700","collection",2,"no"
"3596","36061012700","household",5,"no"
"3597","36061012700","noise",8,"no"
"3598","36061012700","other",12,"no"
"3599","36061012700","parking",2,"no"
"3600","36061012800","collection",1,"no"
"3601","36061012800","noise",3,"no"
"3602","36061012800","other",2,"no"
"3603","36061012800","parking",1,"no"
"3604","36061012900","collection",1,"no"
"3605","36061012900","household",1,"no"
"3606","36061012900","noise",7,"no"
"3607","36061012900","other",18,"no"
"3608","36061013000","other",9,"no"
"3609","36061013100","noise",1,"no"
"3610","36061013100","other",6,"no"
"3611","36061013200","collection",4,"no"
"3612","36061013200","noise",2,"no"
"3613","36061013200","other",4,"no"
"3614","36061013200","parking",1,"no"
"3615","36061013300","household",2,"no"
"3616","36061013300","noise",2,"no"
"3617","36061013300","other",16,"no"
"3618","36061013400","collection",2,"no"
"3619","36061013400","household",1,"no"
"3620","36061013400","noise",7,"no"
"3621","36061013400","other",15,"no"
"3622","36061013500","noise",2,"no"
"3623","36061013500","other",5,"no"
"3624","36061013500","parking",2,"no"
"3625","36061013600","noise",8,"no"
"3626","36061013600","other",11,"no"
"3627","36061013600","parking",1,"no"
"3628","36061013700","collection",1,"no"
"3629","36061013700","household",2,"no"
"3630","36061013700","noise",11,"no"
"3631","36061013700","other",13,"no"
"3632","36061013700","parking",5,"no"
"3633","36061013800","collection",1,"no"
"3634","36061013800","noise",10,"no"
"3635","36061013800","other",10,"no"
"3636","36061013800","parking",3,"no"
"3637","36061013900","collection",1,"no"
"3638","36061013900","household",48,"yes"
"3639","36061013900","noise",7,"no"
"3640","36061013900","other",31,"no"
"3641","36061013900","parking",2,"no"
"3642","36061014000","noise",3,"no"
"3643","36061014000","other",6,"no"
"3644","36061014200","noise",4,"no"
"3645","36061014200","other",10,"no"
"3646","36061014200","parking",1,"no"
"3647","36061014401","noise",2,"no"
"3648","36061014401","parking",1,"no"
"3649","36061014402","household",2,"no"
"3650","36061014402","noise",1,"no"
"3651","36061014402","other",4,"no"
"3652","36061014500","collection",1,"no"
"3653","36061014500","noise",3,"no"
"3654","36061014500","other",7,"no"
"3655","36061014500","parking",3,"no"
"3656","36061014601","collection",2,"no"
"3657","36061014601","noise",13,"no"
"3658","36061014601","other",1,"no"
"3659","36061014602","noise",2,"no"
"3660","36061014602","other",5,"no"
"3661","36061014700","other",5,"no"
"3662","36061014700","parking",8,"no"
"3663","36061014801","other",1,"no"
"3664","36061014801","parking",1,"no"
"3665","36061014802","noise",1,"no"
"3666","36061014802","other",6,"no"
"3667","36061014900","noise",2,"no"
"3668","36061014900","other",10,"no"
"3669","36061015001","noise",1,"no"
"3670","36061015001","other",1,"no"
"3671","36061015002","parking",1,"no"
"3672","36061015100","collection",1,"no"
"3673","36061015100","household",2,"no"
"3674","36061015100","noise",5,"no"
"3675","36061015100","other",3,"no"
"3676","36061015100","parking",2,"no"
"3677","36061015200","other",2,"no"
"3678","36061015200","parking",5,"no"
"3679","36061015300","collection",1,"no"
"3680","36061015300","household",4,"no"
"3681","36061015300","noise",10,"no"
"3682","36061015300","other",37,"no"
"3683","36061015300","parking",2,"no"
"3684","36061015400","household",7,"no"
"3685","36061015400","noise",3,"no"
"3686","36061015400","other",10,"no"
"3687","36061015500","household",1,"no"
"3688","36061015500","noise",11,"no"
"3689","36061015500","other",3,"no"
"3690","36061015500","parking",1,"no"
"3691","36061015601","household",1,"no"
"3692","36061015601","other",2,"no"
"3693","36061015602","noise",2,"no"
"3694","36061015602","other",3,"no"
"3695","36061015700","collection",1,"no"
"3696","36061015700","household",2,"no"
"3697","36061015700","noise",14,"no"
"3698","36061015700","other",16,"no"
"3699","36061015700","parking",1,"no"
"3700","36061015801","collection",1,"no"
"3701","36061015801","noise",2,"no"
"3702","36061015801","other",4,"no"
"3703","36061015802","household",2,"no"
"3704","36061015802","noise",5,"no"
"3705","36061015802","other",3,"no"
"3706","36061015802","parking",1,"no"
"3707","36061015900","collection",2,"no"
"3708","36061015900","noise",6,"no"
"3709","36061015900","other",6,"no"
"3710","36061015900","parking",1,"no"
"3711","36061016001","household",1,"no"
"3712","36061016001","other",1,"no"
"3713","36061016002","collection",1,"no"
"3714","36061016002","noise",2,"no"
"3715","36061016002","other",2,"no"
"3716","36061016002","parking",3,"no"
"3717","36061016100","collection",2,"no"
"3718","36061016100","household",1,"no"
"3719","36061016100","noise",1,"no"
"3720","36061016100","other",6,"no"
"3721","36061016100","parking",2,"no"
"3722","36061016200","collection",1,"no"
