"","census","complaint.category","n","top"
"845","36005039901","other",7,"no"
"846","36005039902","household",3,"no"
"847","36005039902","noise",1,"no"
"848","36005039902","other",5,"no"
"849","36005040100","household",6,"no"
"850","36005040100","noise",16,"no"
"851","36005040100","other",9,"no"
"852","36005040302","household",1,"no"
"853","36005040302","noise",9,"no"
"854","36005040302","other",2,"no"
"855","36005040302","parking",2,"no"
"856","36005040303","noise",5,"no"
"857","36005040303","other",1,"no"
"858","36005040303","parking",8,"no"
"859","36005040304","household",10,"no"
"860","36005040304","noise",6,"no"
"861","36005040304","other",10,"no"
"862","36005040400","collection",1,"no"
"863","36005040400","household",3,"no"
"864","36005040400","noise",1,"no"
"865","36005040400","other",5,"no"
"866","36005040400","parking",3,"no"
"867","36005040501","noise",1,"no"
"868","36005040501","other",5,"no"
"869","36005040502","household",19,"no"
"870","36005040502","noise",2,"no"
"871","36005040502","other",9,"no"
"872","36005040502","parking",1,"no"
"873","36005040600","household",6,"no"
"874","36005040600","noise",2,"no"
"875","36005040600","other",11,"no"
"876","36005040600","parking",1,"no"
"877","36005040701","household",9,"no"
"878","36005040701","noise",7,"no"
"879","36005040701","other",6,"no"
"880","36005040701","parking",1,"no"
"881","36005040702","household",6,"no"
"882","36005040702","noise",2,"no"
"883","36005040702","other",8,"no"
"884","36005040702","parking",4,"no"
"885","36005040800","household",1,"no"
"886","36005040800","noise",7,"no"
"887","36005040800","other",6,"no"
"888","36005040800","parking",1,"no"
"889","36005040900","other",4,"no"
"890","36005041100","other",2,"no"
"891","36005041100","parking",1,"no"
"892","36005041300","collection",1,"no"
"893","36005041300","household",2,"no"
"894","36005041300","noise",4,"no"
"895","36005041300","other",12,"no"
"896","36005041300","parking",4,"no"
"897","36005041400","collection",1,"no"
"898","36005041400","household",2,"no"
"899","36005041400","noise",2,"no"
"900","36005041400","other",5,"no"
"901","36005041400","parking",1,"no"
"902","36005041500","household",3,"no"
"903","36005041500","noise",3,"no"
"904","36005041500","other",4,"no"
"905","36005041500","parking",3,"no"
"906","36005041800","household",3,"no"
"907","36005041800","other",4,"no"
"908","36005041900","household",7,"no"
"909","36005041900","noise",5,"no"
"910","36005041900","other",11,"no"
"911","36005041900","parking",4,"no"
"912","36005042000","household",6,"no"
"913","36005042000","other",1,"no"
"914","36005042000","parking",1,"no"
"915","36005042100","collection",1,"no"
"916","36005042100","household",9,"no"
"917","36005042100","noise",1,"no"
"918","36005042100","other",6,"no"
"919","36005042200","other",1,"no"
"920","36005042200","parking",5,"no"
"921","36005042300","household",2,"no"
"922","36005042300","noise",2,"no"
"923","36005042300","other",5,"no"
"924","36005042400","collection",1,"no"
"925","36005042400","other",2,"no"
"926","36005042400","parking",1,"no"
"927","36005042500","noise",14,"no"
"928","36005042500","other",23,"no"
"929","36005042500","parking",5,"no"
"930","36005042600","collection",1,"no"
"931","36005042600","noise",3,"no"
"932","36005042600","other",2,"no"
"933","36005042600","parking",3,"no"
"934","36005042800","other",2,"no"
"935","36005042800","parking",3,"no"
"936","36005042901","noise",2,"no"
"937","36005042901","parking",4,"no"
"938","36005042902","household",7,"no"
"939","36005042902","noise",5,"no"
"940","36005042902","other",8,"no"
"941","36005043000","collection",1,"no"
"942","36005043000","parking",4,"no"
"943","36005043100","household",2,"no"
"944","36005043100","noise",31,"no"
"945","36005043100","other",8,"no"
"946","36005043100","parking",2,"no"
"947","36005043400","household",2,"no"
"948","36005043400","noise",3,"no"
"949","36005043400","other",3,"no"
"950","36005043400","parking",1,"no"
"951","36005043500","parking",2,"no"
"952","36005043600","collection",2,"no"
"953","36005043600","household",1,"no"
"954","36005043600","other",3,"no"
"955","36005043600","parking",1,"no"
"956","36005044200","collection",1,"no"
"957","36005044200","household",7,"no"
"958","36005044200","noise",7,"no"
"959","36005044200","other",8,"no"
"960","36005044200","parking",4,"no"
"961","36005044400","collection",3,"no"
"962","36005044400","other",1,"no"
"963","36005044400","parking",2,"no"
"964","36005044800","other",2,"no"
"965","36005044800","parking",1,"no"
"966","36005044901","collection",1,"no"
"967","36005044901","other",1,"no"
"968","36005044901","parking",5,"no"
"969","36005044902","household",1,"no"
"970","36005044902","noise",2,"no"
"971","36005044902","other",1,"no"
"972","36005044902","parking",2,"no"
"973","36005045101","collection",3,"no"
"974","36005045101","noise",2,"no"
"975","36005045101","other",6,"no"
"976","36005045101","parking",1,"no"
"977","36005045600","other",4,"no"
"978","36005045600","parking",1,"no"
"979","36005045800","household",5,"no"
"980","36005045800","noise",5,"no"
"981","36005045800","other",3,"no"
"982","36005046000","collection",3,"no"
"983","36005046000","noise",2,"no"
"984","36005046000","other",1,"no"
"985","36005046000","parking",2,"no"
"986","36005046201","noise",1,"no"
"987","36005046201","other",5,"no"
"988","36005046201","parking",2,"no"
"989","36005046202","other",7,"no"
"990","36005048400","other",9,"no"
"991","36005048400","parking",4,"no"
"992","36005051600","collection",2,"no"
"993","36005051600","noise",5,"no"
"994","36005051600","other",4,"no"
"995","36005051600","parking",1,"no"
"996","36047000100","noise",1,"no"
"997","36047000100","other",5,"no"
"998","36047000100","parking",2,"no"
"999","36047000200","other",1,"no"
"1000","36047000200","parking",1,"no"
"1001","36047000301","collection",2,"no"
"1002","36047000301","household",3,"no"
"1003","36047000301","noise",1,"no"
"1004","36047000301","other",7,"no"
"1005","36047000501","other",1,"no"
"1006","36047000502","noise",1,"no"
"1007","36047000502","other",8,"no"
"1008","36047000502","parking",1,"no"
"1009","36047000700","noise",1,"no"
"1010","36047000700","parking",3,"no"
"1011","36047000900","noise",4,"no"
"1012","36047000900","other",9,"no"
"1013","36047000900","parking",1,"no"
"1014","36047001100","other",8,"no"
"1015","36047001100","parking",1,"no"
"1016","36047001300","collection",1,"no"
"1017","36047001300","noise",1,"no"
"1018","36047001300","other",2,"no"
"1019","36047001300","parking",2,"no"
"1020","36047001500","noise",11,"no"
"1021","36047001500","other",4,"no"
"1022","36047001500","parking",2,"no"
"1023","36047001800","collection",1,"no"
"1024","36047001800","other",6,"no"
"1025","36047001800","parking",5,"no"
"1026","36047002000","parking",3,"no"
"1027","36047002100","collection",1,"no"
"1028","36047002100","noise",1,"no"
"1029","36047002100","other",6,"no"
"1030","36047002100","parking",5,"no"
"1031","36047002200","noise",1,"no"
"1032","36047002200","other",5,"no"
"1033","36047002200","parking",7,"no"
"1034","36047002300","noise",17,"no"
"1035","36047002901","noise",26,"no"
"1036","36047002901","other",1,"no"
"1037","36047003000","collection",3,"no"
"1038","36047003000","other",2,"no"
"1039","36047003000","parking",1,"no"
"1040","36047003100","household",1,"no"
"1041","36047003300","collection",2,"no"
"1042","36047003300","household",1,"no"
"1043","36047003300","noise",6,"no"
"1044","36047003300","other",1,"no"
"1045","36047003300","parking",3,"no"
"1046","36047003400","collection",8,"no"
"1047","36047003400","other",3,"no"
"1048","36047003400","parking",8,"no"
"1049","36047003500","collection",1,"no"
"1050","36047003500","noise",2,"no"
"1051","36047003500","other",3,"no"
"1052","36047003600","collection",6,"no"
"1053","36047003600","other",3,"no"
"1054","36047003600","parking",5,"no"
"1055","36047003700","noise",2,"no"
"1056","36047003700","other",7,"no"
"1057","36047003700","parking",5,"no"
"1058","36047003800","collection",1,"no"
"1059","36047003800","other",1,"no"
"1060","36047003800","parking",3,"no"
"1061","36047003900","noise",2,"no"
"1062","36047003900","other",6,"no"
"1063","36047003900","parking",3,"no"
"1064","36047004100","collection",2,"no"
"1065","36047004100","noise",1,"no"
"1066","36047004100","other",3,"no"
"1067","36047004100","parking",9,"no"
"1068","36047004300","collection",3,"no"
"1069","36047004300","noise",2,"no"
"1070","36047004300","other",2,"no"
"1071","36047004300","parking",1,"no"
"1072","36047004400","collection",3,"no"
"1073","36047004400","household",2,"no"
"1074","36047004400","noise",3,"no"
"1075","36047004400","other",4,"no"
"1076","36047004400","parking",3,"no"
"1077","36047004500","collection",9,"no"
"1078","36047004500","noise",3,"no"
"1079","36047004500","other",4,"no"
"1080","36047004600","collection",4,"no"
"1081","36047004600","noise",1,"no"
"1082","36047004600","other",1,"no"
"1083","36047004700","collection",4,"no"
"1084","36047004700","noise",4,"no"
"1085","36047004700","other",1,"no"
"1086","36047004700","parking",1,"no"
"1087","36047004900","collection",15,"no"
"1088","36047004900","household",2,"no"
"1089","36047004900","other",2,"no"
"1090","36047004900","parking",2,"no"
"1091","36047005000","collection",6,"no"
"1092","36047005000","other",3,"no"
"1093","36047005000","parking",3,"no"
"1094","36047005100","collection",5,"no"
"1095","36047005100","noise",1,"no"
"1096","36047005100","other",4,"no"
"1097","36047005100","parking",3,"no"
"1098","36047005201","collection",1,"no"
"1099","36047005202","collection",7,"no"
"1100","36047005300","collection",4,"no"
"1101","36047005300","household",1,"no"
"1102","36047005300","other",10,"no"
"1103","36047005300","parking",2,"no"
"1104","36047005400","collection",2,"no"
"1105","36047005400","household",1,"no"
"1106","36047005400","other",6,"no"
"1107","36047005601","collection",6,"no"
"1108","36047005601","household",2,"no"
"1109","36047005601","other",6,"no"
"1110","36047005601","parking",3,"no"
"1111","36047005602","collection",2,"no"
"1112","36047005602","household",5,"no"
"1113","36047005602","parking",1,"no"
"1114","36047005800","collection",11,"no"
"1115","36047005800","household",2,"no"
"1116","36047005800","noise",1,"no"
"1117","36047005800","other",3,"no"
"1118","36047005800","parking",1,"no"
"1119","36047005900","noise",4,"no"
"1120","36047005900","other",2,"no"
"1121","36047006000","collection",14,"no"
"1122","36047006000","household",2,"no"
"1123","36047006000","other",6,"no"
"1124","36047006000","parking",1,"no"
"1125","36047006200","collection",6,"no"
"1126","36047006200","noise",2,"no"
"1127","36047006200","other",2,"no"
"1128","36047006300","household",1,"no"
"1129","36047006300","noise",2,"no"
"1130","36047006300","other",4,"no"
"1131","36047006400","collection",9,"no"
"1132","36047006400","noise",1,"no"
"1133","36047006400","other",6,"no"
"1134","36047006400","parking",1,"no"
"1135","36047006500","collection",9,"no"
"1136","36047006500","noise",1,"no"
"1137","36047006500","other",7,"no"
"1138","36047006600","collection",4,"no"
"1139","36047006600","household",1,"no"
"1140","36047006600","noise",3,"no"
"1141","36047006600","other",2,"no"
"1142","36047006600","parking",4,"no"
"1143","36047006700","collection",11,"no"
"1144","36047006700","other",4,"no"
"1145","36047006700","parking",2,"no"
"1146","36047006800","collection",6,"no"
"1147","36047006800","noise",2,"no"
"1148","36047006800","other",8,"no"
"1149","36047006800","parking",7,"no"
"1150","36047006900","collection",3,"no"
"1151","36047006900","household",3,"no"
"1152","36047006900","noise",5,"no"
"1153","36047006900","other",10,"no"
"1154","36047007000","collection",1,"no"
"1155","36047007000","other",1,"no"
"1156","36047007000","parking",1,"no"
"1157","36047007100","noise",2,"no"
"1158","36047007100","other",5,"no"
"1159","36047007100","parking",1,"no"
"1160","36047007200","other",1,"no"
"1161","36047007200","parking",1,"no"
"1162","36047007400","household",6,"no"
"1163","36047007400","other",5,"no"
"1164","36047007400","parking",4,"no"
"1165","36047007500","collection",7,"no"
"1166","36047007500","noise",6,"no"
"1167","36047007500","other",5,"no"
"1168","36047007600","noise",7,"no"
"1169","36047007600","other",1,"no"
"1170","36047007700","collection",8,"no"
"1171","36047007700","household",2,"no"
"1172","36047007700","noise",5,"no"
"1173","36047007700","other",1,"no"
"1174","36047007800","other",7,"no"
"1175","36047008000","noise",2,"no"
"1176","36047008000","other",1,"no"
"1177","36047008200","household",1,"no"
"1178","36047008200","noise",1,"no"
"1179","36047008200","other",2,"no"
"1180","36047008200","parking",2,"no"
"1181","36047008400","noise",3,"no"
"1182","36047008400","other",3,"no"
"1183","36047008400","parking",1,"no"
"1184","36047008500","noise",5,"no"
"1185","36047008500","other",2,"no"
"1186","36047008800","noise",4,"no"
"1187","36047008800","other",4,"no"
"1188","36047008800","parking",2,"no"
"1189","36047009000","collection",1,"no"
"1190","36047009000","parking",2,"no"
"1191","36047009200","noise",10,"no"
"1192","36047009200","other",4,"no"
"1193","36047009200","parking",1,"no"
