"","complaint.category","Total Population","Census Measure","decile"
"28682","collection",8434,"income_decile",9
"28683","other",1627,"income_decile",1
"28684","other",1979,"income_decile",2
"28685","other",1616,"income_decile",1
"28686","other",1842,"income_decile",1
"28687","noise",3692,"income_decile",3
"28688","other",2829,"income_decile",3
"28689","collection",3653,"income_decile",4
"28690","collection",3258,"income_decile",3
"28691","parking",4090,"income_decile",7
"28692","other",3017,"income_decile",5
"28693","other",6615,"income_decile",7
"28694","parking",5073,"income_decile",8
"28695","other",1922,"income_decile",2
"28696","household",8113,"income_decile",9
"28697","other",8113,"income_decile",9
"28698","other",5717,"income_decile",5
"28699","collection",3899,"income_decile",6
"28700","collection",4188,"income_decile",4
"28701","other",4400,"income_decile",6
"28702","other",5736,"income_decile",9
"28703","household",3967,"income_decile",5
"28704","household",5244,"income_decile",6
"28705","noise",3204,"income_decile",5
"28706","household",4859,"income_decile",6
"28707","other",4243,"income_decile",4
"28708","household",1979,"income_decile",2
"28709","other",3779,"income_decile",5
"28710","collection",2478,"income_decile",3
"28711","household",5200,"income_decile",8
"28712","collection",3218,"income_decile",4
"28713","collection",1404,"income_decile",3
"28714","collection",4835,"income_decile",7
"28715","household",12228,"income_decile",10
"28716","other",2212,"income_decile",1
"28717","other",7279,"income_decile",9
"28718","other",2593,"income_decile",3
"28719","household",3667,"income_decile",4
"28720","household",4919,"income_decile",6
"28721","other",3563,"income_decile",3
"28722","collection",4338,"income_decile",6
"28723","household",6464,"income_decile",7
"28724","parking",2142,"income_decile",2
"28725","other",2671,"income_decile",1
"28726","household",3967,"income_decile",5
"28727","other",7688,"income_decile",9
"28728","other",2142,"income_decile",2
"28729","household",3496,"income_decile",4
"28730","household",2775,"income_decile",2
"28731","other",1826,"income_decile",1
"28732","other",8177,"income_decile",10
"28733","collection",2830,"income_decile",2
"28734","other",6569,"income_decile",7
"28735","collection",2735,"income_decile",2
"28736","other",5817,"income_decile",8
"28737","noise",6023,"income_decile",9
"28738","parking",5875,"income_decile",8
"28739","other",4037,"income_decile",7
"28740","noise",1627,"income_decile",1
"28741","other",4684,"income_decile",7
"28742","other",1922,"income_decile",2
"28743","other",1922,"income_decile",2
"28744","other",6744,"income_decile",10
"28745","household",5244,"income_decile",6
"28746","parking",2399,"income_decile",2
"28747","other",8976,"income_decile",10
"28748","collection",3130,"income_decile",3
"28749","other",4855,"income_decile",8
"28750","other",2464,"income_decile",3
"28751","other",2047,"income_decile",2
"28752","noise",6647,"income_decile",9
"28753","other",4037,"income_decile",7
"28754","parking",6108,"income_decile",8
"28755","parking",1322,"income_decile",1
"28756","other",2880,"income_decile",2
"28757","household",8113,"income_decile",9
"28758","other",1431,"income_decile",1
"28759","other",4035,"income_decile",6
"28760","parking",3558,"income_decile",5
"28761","collection",8797,"income_decile",9
"28762","parking",3991,"income_decile",8
"28763","parking",4269,"income_decile",6
"28764","noise",3417,"income_decile",3
"28765","parking",3820,"income_decile",4
"28766","parking",3241,"income_decile",2
"28767","household",4939,"income_decile",7
"28768","collection",3364,"income_decile",2
"28769","parking",3851,"income_decile",6
"28770","collection",2756,"income_decile",2
"28771","other",1841,"income_decile",1
"28772","other",2524,"income_decile",4
"28773","other",1364,"income_decile",1
"28774","parking",1894,"income_decile",1
"28775","other",2309,"income_decile",2
"28776","other",1332,"income_decile",1
"28777","other",4859,"income_decile",6
"28778","other",5474,"income_decile",7
"28779","other",2775,"income_decile",2
"28780","other",3855,"income_decile",3
"28781","parking",6352,"income_decile",8
"28782","other",3349,"income_decile",2
"28783","noise",1733,"income_decile",3
"28784","parking",2199,"income_decile",2
"28785","other",4669,"income_decile",4
"28786","other",2699,"income_decile",2
"28787","collection",4596,"income_decile",6
"28788","other",4978,"income_decile",3
"28789","parking",3290,"income_decile",6
"28790","household",3496,"income_decile",4
"28791","household",3692,"income_decile",3
"28792","other",5616,"income_decile",5
"28793","collection",4740,"income_decile",6
"28794","household",3873,"income_decile",4
"28795","household",2775,"income_decile",2
"28796","household",2775,"income_decile",2
"28797","household",3967,"income_decile",5
"28798","parking",1602,"income_decile",1
"28799","parking",2433,"income_decile",3
"28800","other",2981,"income_decile",2
"28801","collection",3511,"income_decile",3
"28802","other",1415,"income_decile",1
"28803","other",7658,"income_decile",8
"28804","other",2180,"income_decile",2
"28805","parking",6146,"income_decile",8
"28806","other",5899,"income_decile",7
"28807","parking",6146,"income_decile",8
"28808","other",3694,"income_decile",4
"28809","collection",5069,"income_decile",5
"28810","parking",1666,"income_decile",1
"28811","other",1979,"income_decile",2
"28812","other",2880,"income_decile",2
"28813","household",8406,"income_decile",10
"28814","household",7904,"income_decile",10
"28815","parking",3089,"income_decile",2
"28816","parking",3304,"income_decile",4
"28817","parking",8346,"income_decile",8
"28818","other",5703,"income_decile",7
"28819","parking",2581,"income_decile",3
"28820","other",4859,"income_decile",6
"28821","other",3967,"income_decile",5
"28822","other",7749,"income_decile",8
"28823","other",5759,"income_decile",9
"28824","other",9442,"income_decile",10
"28825","household",2775,"income_decile",2
"28826","other",3054,"income_decile",5
"28827","household",5244,"income_decile",6
"28828","other",3054,"income_decile",5
"28829","collection",3466,"income_decile",5
"28830","noise",5076,"income_decile",7
"28831","other",5703,"income_decile",7
"28832","other",1842,"income_decile",1
"28833","other",1979,"income_decile",2
"28834","parking",1870,"income_decile",5
"28835","parking",4196,"income_decile",7
"28836","parking",3601,"income_decile",4
"28837","other",1996,"income_decile",1
"28838","collection",2136,"income_decile",2
"28839","other",3053,"income_decile",5
"28840","other",2916,"income_decile",3
"28841","noise",3010,"income_decile",4
"28842","noise",3185,"income_decile",3
"28843","other",1759,"income_decile",1
"28844","parking",1839,"income_decile",2
"28845","other",4426,"income_decile",6
"28846","parking",3174,"income_decile",4
"28847","household",1842,"income_decile",1
"28848","other",5011,"income_decile",7
"28849","parking",2078,"income_decile",1
"28850","other",3526,"income_decile",2
"28851","household",2878,"income_decile",2
"28852","noise",2002,"income_decile",3
"28853","collection",2406,"income_decile",2
"28854","collection",1750,"income_decile",2
"28855","noise",9245,"income_decile",10
"28856","other",3024,"income_decile",5
"28857","parking",1364,"income_decile",1
"28858","other",7059,"income_decile",9
"28859","other",2451,"income_decile",1
"28860","other",6933,"income_decile",8
"28861","noise",3614,"income_decile",6
"28862","collection",1666,"income_decile",1
"28863","other",1996,"income_decile",1
"28864","collection",3347,"income_decile",6
"28865","other",4591,"income_decile",8
"28866","collection",2199,"income_decile",2
"28867","collection",2656,"income_decile",3
"28868","other",3705,"income_decile",9
"28869","other",3850,"income_decile",4
"28870","other",5822,"income_decile",8
"28871","parking",7891,"income_decile",9
"28872","household",3692,"income_decile",3
"28873","other",0,"income_decile",NA
"28874","collection",2225,"income_decile",1
"28875","parking",3563,"income_decile",3
"28876","parking",1602,"income_decile",1
"28877","household",5467,"income_decile",8
"28878","parking",2686,"income_decile",4
"28879","other",3491,"income_decile",4
"28880","household",4426,"income_decile",6
"28881","other",2451,"income_decile",1
"28882","other",3335,"income_decile",4
"28883","parking",2627,"income_decile",2
"28884","other",3618,"income_decile",5
"28885","noise",2671,"income_decile",1
"28886","collection",4440,"income_decile",4
"28887","household",2451,"income_decile",1
"28888","collection",3218,"income_decile",4
"28889","other",7567,"income_decile",8
"28890","household",2451,"income_decile",1
"28891","other",2720,"income_decile",2
"28892","noise",8890,"income_decile",10
"28893","other",5541,"income_decile",7
"28894","collection",3268,"income_decile",3
"28895","household",4859,"income_decile",6
"28896","collection",2001,"income_decile",1
"28897","household",3496,"income_decile",4
"28898","other",1299,"income_decile",1
"28899","household",3897,"income_decile",4
"28900","noise",4124,"income_decile",7
"28901","noise",2146,"income_decile",2
"28902","noise",5504,"income_decile",7
"28903","other",6464,"income_decile",7
"28904","other",1684,"income_decile",1
"28905","other",3690,"income_decile",4
"28906","other",3349,"income_decile",2
"28907","other",1795,"income_decile",2
"28908","collection",1938,"income_decile",1
"28909","collection",3982,"income_decile",4
"28910","noise",3097,"income_decile",5
"28911","collection",7266,"income_decile",8
"28912","other",2047,"income_decile",2
"28913","other",4218,"income_decile",6
"28914","noise",5523,"income_decile",9
"28915","other",3828,"income_decile",5
"28916","other",3491,"income_decile",4
"28917","other",1842,"income_decile",1
"28918","other",7815,"income_decile",8
"28919","other",1470,"income_decile",1
"28920","parking",479,"income_decile",2
"28921","household",6464,"income_decile",7
"28922","other",5174,"income_decile",6
"28923","household",3496,"income_decile",4
"28924","other",3656,"income_decile",3
"28925","other",5269,"income_decile",9
"28926","other",3568,"income_decile",3
"28927","other",3563,"income_decile",3
"28928","other",1767,"income_decile",1
"28929","parking",4133,"income_decile",6
"28930","other",11107,"income_decile",10
"28931","other",3255,"income_decile",4
"28932","other",4067,"income_decile",5
"28933","other",81,"income_decile",1
"28934","parking",5181,"income_decile",6
"28935","other",2872,"income_decile",4
"28936","parking",3364,"income_decile",2
"28937","household",13483,"income_decile",10
"28938","other",1832,"income_decile",1
"28939","other",9388,"income_decile",10
"28940","noise",2810,"income_decile",2
"28941","other",2451,"income_decile",1
"28942","other",1414,"income_decile",1
"28943","collection",2284,"income_decile",2
"28944","collection",3113,"income_decile",1
"28945","household",8113,"income_decile",9
"28946","other",7708,"income_decile",9
"28947","other",6379,"income_decile",8
"28948","other",12228,"income_decile",10
"28949","other",2266,"income_decile",3
"28950","other",8177,"income_decile",10
"28951","parking",2133,"income_decile",3
"28952","parking",8346,"income_decile",8
"28953","household",7708,"income_decile",9
"28954","other",2574,"income_decile",4
"28955","other",2709,"income_decile",3
"28956","household",4037,"income_decile",7
"28957","household",4934,"income_decile",7
"28958","other",88,"income_decile",1
"28959","collection",1517,"income_decile",2
"28960","household",3592,"income_decile",5
"28961","household",5703,"income_decile",7
"28962","collection",4719,"income_decile",7
"28963","collection",2656,"income_decile",3
"28964","other",2938,"income_decile",2
"28965","parking",3854,"income_decile",4
"28966","other",1305,"income_decile",1
"28967","household",2775,"income_decile",2
"28968","collection",3218,"income_decile",4
"28969","collection",3915,"income_decile",2
"28970","collection",3243,"income_decile",3
"28971","other",3306,"income_decile",5
"28972","other",2451,"income_decile",1
"28973","other",2775,"income_decile",2
"28974","household",2303,"income_decile",2
"28975","other",3922,"income_decile",4
"28976","other",3336,"income_decile",3
"28977","other",2037,"income_decile",2
"28978","noise",4280,"income_decile",3
"28979","household",1842,"income_decile",1
"28980","parking",3346,"income_decile",4
"28981","parking",1386,"income_decile",1
"28982","other",6615,"income_decile",7
"28983","collection",4930,"income_decile",5
"28984","collection",1692,"income_decile",1
"28985","noise",3988,"income_decile",4
"28986","noise",8890,"income_decile",10
"28987","other",7688,"income_decile",9
"28988","other",1635,"income_decile",2
"28989","other",3244,"income_decile",3
"28990","parking",5291,"income_decile",4
"28991","other",4059,"income_decile",6
"28992","other",4616,"income_decile",7
"28993","noise",5156,"income_decile",9
"28994","collection",3915,"income_decile",2
"28995","collection",7531,"income_decile",9
"28996","other",1627,"income_decile",1
"28997","household",3228,"income_decile",6
"28998","household",2451,"income_decile",1
"28999","parking",3836,"income_decile",7
"29000","other",6352,"income_decile",8
"29001","other",2574,"income_decile",4
"29002","other",1322,"income_decile",1
"29003","parking",1993,"income_decile",2
"29004","other",1993,"income_decile",2
"29005","other",1996,"income_decile",1
"29006","other",2750,"income_decile",3
"29007","other",3967,"income_decile",5
"29008","parking",7904,"income_decile",10
"29009","parking",4202,"income_decile",5
"29010","household",3692,"income_decile",3
"29011","other",8406,"income_decile",10
"29012","other",2103,"income_decile",1
"29013","other",4266,"income_decile",7
"29014","other",1121,"income_decile",1
"29015","other",3690,"income_decile",4
"29016","other",1979,"income_decile",2
"29017","other",6126,"income_decile",6
"29018","parking",4416,"income_decile",4
"29019","other",3333,"income_decile",2
"29020","other",5822,"income_decile",8
"29021","household",2750,"income_decile",3
"29022","other",4752,"income_decile",8
"29023","collection",3526,"income_decile",2
"29024","other",3054,"income_decile",5
"29025","household",3943,"income_decile",5
"29026","collection",4327,"income_decile",7
"29027","household",2775,"income_decile",2
"29028","parking",4728,"income_decile",5
"29029","household",3991,"income_decile",6
"29030","other",2939,"income_decile",5
"29031","household",3184,"income_decile",6
"29032","other",1842,"income_decile",1
"29033","household",5703,"income_decile",7
"29034","other",13002,"income_decile",10
"29035","other",8078,"income_decile",9
"29036","parking",1525,"income_decile",1
"29037","parking",2098,"income_decile",1
"29038","parking",3209,"income_decile",6
"29039","parking",2137,"income_decile",1
"29040","other",2309,"income_decile",2
"29041","parking",3183,"income_decile",5
"29042","parking",3013,"income_decile",5
"29043","other",7269,"income_decile",9
"29044","parking",4934,"income_decile",7
"29045","other",3298,"income_decile",4
"29046","other",5244,"income_decile",6
"29047","parking",2991,"income_decile",3
"29048","parking",2347,"income_decile",1
"29049","other",1322,"income_decile",1
"29050","household",3496,"income_decile",4
"29051","collection",1517,"income_decile",2
"29052","household",4037,"income_decile",7
"29053","other",0,"income_decile",NA
"29054","household",8406,"income_decile",10
"29055","parking",2991,"income_decile",3
"29056","other",4859,"income_decile",6
"29057","household",3496,"income_decile",4
"29058","household",8113,"income_decile",9
"29059","parking",7906,"income_decile",9
"29060","other",13483,"income_decile",10
"29061","other",8320,"income_decile",9
"29062","other",4613,"income_decile",9
"29063","parking",6828,"income_decile",8
"29064","parking",2942,"income_decile",1
"29065","other",1842,"income_decile",1
"29066","parking",4202,"income_decile",5
"29067","other",2451,"income_decile",1
"29068","household",3102,"income_decile",4
"29069","household",2451,"income_decile",1
"29070","parking",3255,"income_decile",4
"29071","other",4037,"income_decile",7
"29072","collection",6629,"income_decile",7
"29073","parking",2428,"income_decile",2
"29074","household",2451,"income_decile",1
"29075","other",1842,"income_decile",1
"29076","other",7709,"income_decile",10
"29077","other",3810,"income_decile",7
"29078","other",3897,"income_decile",4
"29079","parking",5644,"income_decile",4
"29080","noise",8403,"income_decile",10
"29081","other",7644,"income_decile",10
"29082","collection",4412,"income_decile",4
"29083","household",3897,"income_decile",4
"29084","other",1262,"income_decile",1
"29085","other",5085,"income_decile",10
"29086","other",9245,"income_decile",10
"29087","collection",6521,"income_decile",8
"29088","parking",3332,"income_decile",3
"29089","parking",4941,"income_decile",8
"29090","parking",4774,"income_decile",7
"29091","parking",4609,"income_decile",6
"29092","parking",5207,"income_decile",9
"29093","parking",3290,"income_decile",6
"29094","collection",3690,"income_decile",4
"29095","other",3768,"income_decile",5
"29096","other",5524,"income_decile",7
"29097","collection",3260,"income_decile",5
"29098","other",7030,"income_decile",10
"29099","other",5726,"income_decile",9
"29100","noise",8463,"income_decile",10
"29101","other",4243,"income_decile",4
"29102","other",4204,"income_decile",7
"29103","other",6569,"income_decile",9
"29104","collection",2524,"income_decile",4
"29105","parking",6540,"income_decile",7
"29106","other",2847,"income_decile",5
"29107","collection",2804,"income_decile",3
"29108","other",8051,"income_decile",9
"29109","other",3349,"income_decile",2
"29110","other",4859,"income_decile",6
"29111","noise",5100,"income_decile",9
"29112","collection",2656,"income_decile",3
"29113","other",4647,"income_decile",7
"29114","other",3779,"income_decile",5
"29115","other",6806,"income_decile",8
"29116","other",5636,"income_decile",8
"29117","other",8078,"income_decile",9
"29118","other",4848,"income_decile",8
"29119","other",8786,"income_decile",9
"29120","other",2304,"income_decile",2
"29121","collection",2656,"income_decile",3
"29122","collection",2037,"income_decile",2
"29123","other",1173,"income_decile",1
"29124","parking",2939,"income_decile",2
"29125","parking",1570,"income_decile",1
"29126","other",1979,"income_decile",2
"29127","other",1842,"income_decile",1
"29128","other",8222,"income_decile",9
"29129","other",3565,"income_decile",4
"29130","household",2451,"income_decile",1
"29131","parking",5913,"income_decile",7
"29132","collection",5243,"income_decile",7
"29133","parking",13002,"income_decile",10
"29134","parking",4020,"income_decile",5
"29135","collection",1638,"income_decile",9
"29136","parking",1261,"income_decile",1
"29137","other",8866,"income_decile",9
"29138","noise",8792,"income_decile",10
"29139","noise",5822,"income_decile",8
"29140","household",6464,"income_decile",7
"29141","parking",2605,"income_decile",1
"29142","household",2775,"income_decile",2
"29143","parking",3773,"income_decile",4
"29144","collection",13614,"income_decile",10
"29145","collection",2244,"income_decile",1
"29146","collection",7269,"income_decile",9
"29147","collection",2673,"income_decile",2
"29148","household",4859,"income_decile",6
"29149","household",3967,"income_decile",5
"29150","parking",5523,"income_decile",9
"29151","collection",2001,"income_decile",1
"29152","collection",3171,"income_decile",3
"29153","parking",7906,"income_decile",9
"29154","parking",2487,"income_decile",3
"29155","household",3496,"income_decile",4
"29156","noise",4835,"income_decile",7
"29157","other",1842,"income_decile",1
"29158","collection",6352,"income_decile",8
"29159","other",4922,"income_decile",7
"29160","parking",3069,"income_decile",2
"29161","parking",4542,"income_decile",4
"29162","other",2704,"income_decile",6
"29163","parking",3054,"income_decile",5
"29164","noise",3195,"income_decile",2
"29165","household",2810,"income_decile",2
"29166","other",5924,"income_decile",7
"29167","noise",3899,"income_decile",6
"29168","other",3828,"income_decile",3
"29169","parking",4122,"income_decile",4
"29170","parking",4595,"income_decile",6
"29171","household",3692,"income_decile",3
"29172","noise",2821,"income_decile",4
"29173","parking",2656,"income_decile",3
"29174","parking",3779,"income_decile",4
"29175","other",2720,"income_decile",2
"29176","parking",3855,"income_decile",3
"29177","other",2939,"income_decile",2
"29178","other",1842,"income_decile",1
"29179","other",2471,"income_decile",1
"29180","parking",5441,"income_decile",6
"29181","other",4343,"income_decile",6
"29182","other",2111,"income_decile",5
"29183","collection",2055,"income_decile",1
"29184","parking",6026,"income_decile",8
"29185","other",6240,"income_decile",6
"29186","parking",2686,"income_decile",4
"29187","parking",2802,"income_decile",2
"29188","parking",4027,"income_decile",5
"29189","parking",7092,"income_decile",7
"29190","other",3982,"income_decile",4
"29191","parking",2098,"income_decile",1
"29192","household",3511,"income_decile",3
"29193","collection",3982,"income_decile",4
"29194","other",4389,"income_decile",6
"29195","other",1720,"income_decile",1
"29196","other",2320,"income_decile",1
"29197","noise",2867,"income_decile",2
"29198","other",2639,"income_decile",3
"29199","other",9886,"income_decile",10
"29200","household",5511,"income_decile",9
"29201","other",2047,"income_decile",2
"29202","other",5309,"income_decile",6
"29203","other",479,"income_decile",2
"29204","noise",4244,"income_decile",5
"29205","other",3026,"income_decile",4
"29206","other",3943,"income_decile",5
"29207","collection",2037,"income_decile",2
"29208","other",2451,"income_decile",1
"29209","parking",1870,"income_decile",5
"29210","other",7055,"income_decile",10
"29211","parking",2304,"income_decile",3
"29212","other",2613,"income_decile",4
"29213","parking",2686,"income_decile",4
"29214","other",4859,"income_decile",6
"29215","noise",5622,"income_decile",6
"29216","other",8358,"income_decile",10
"29217","noise",3409,"income_decile",8
"29218","other",9577,"income_decile",9
"29219","other",2320,"income_decile",1
"29220","noise",4520,"income_decile",7
"29221","household",8113,"income_decile",9
"29222","collection",5524,"income_decile",7
"29223","other",3616,"income_decile",4
"29224","parking",1822,"income_decile",1
"29225","parking",2957,"income_decile",2
"29226","parking",2443,"income_decile",1
"29227","collection",1235,"income_decile",1
"29228","collection",3184,"income_decile",6
"29229","other",5694,"income_decile",7
"29230","collection",3810,"income_decile",7
"29231","household",3873,"income_decile",4
"29232","household",4037,"income_decile",7
"29233","other",2946,"income_decile",2
"29234","parking",6023,"income_decile",9
"29235","other",4067,"income_decile",5
"29236","parking",5382,"income_decile",10
"29237","other",6540,"income_decile",7
"29238","other",5076,"income_decile",7
"29239","other",1922,"income_decile",2
"29240","other",2807,"income_decile",3
"29241","collection",5650,"income_decile",9
"29242","other",2687,"income_decile",5
"29243","other",4195,"income_decile",8
"29244","household",2775,"income_decile",2
"29245","other",2775,"income_decile",2
"29246","noise",4978,"income_decile",3
"29247","other",8078,"income_decile",9
"29248","parking",1885,"income_decile",1
"29249","parking",2187,"income_decile",3
"29250","other",2230,"income_decile",1
"29251","collection",5291,"income_decile",4
"29252","other",9886,"income_decile",10
"29253","household",5703,"income_decile",7
"29254","collection",2284,"income_decile",2
"29255","collection",3335,"income_decile",4
"29256","collection",4037,"income_decile",7
"29257","collection",7531,"income_decile",9
"29258","other",4682,"income_decile",6
"29259","noise",8286,"income_decile",9
"29260","noise",3574,"income_decile",4
"29261","collection",3364,"income_decile",2
"29262","other",3491,"income_decile",4
"29263","household",2775,"income_decile",2
"29264","collection",1769,"income_decile",1
"29265","household",5703,"income_decile",7
"29266","parking",6179,"income_decile",9
"29267","collection",2971,"income_decile",2
"29268","other",8177,"income_decile",10
"29269","other",4037,"income_decile",7
"29270","parking",2565,"income_decile",2
"29271","collection",3388,"income_decile",3
"29272","collection",2284,"income_decile",2
"29273","collection",3255,"income_decile",3
"29274","parking",5512,"income_decile",7
"29275","noise",5798,"income_decile",9
"29276","household",2775,"income_decile",2
"29277","noise",9245,"income_decile",10
"29278","other",2787,"income_decile",2
"29279","other",1826,"income_decile",1
"29280","other",4401,"income_decile",2
"29281","parking",1870,"income_decile",5
"29282","parking",6647,"income_decile",9
"29283","other",3846,"income_decile",6
"29284","other",6507,"income_decile",10
"29285","collection",6119,"income_decile",6
"29286","other",3298,"income_decile",4
"29287","parking",2089,"income_decile",2
"29288","other",3297,"income_decile",2
"29289","household",6217,"income_decile",8
"29290","noise",3478,"income_decile",5
"29291","household",5244,"income_decile",6
"29292","other",4859,"income_decile",6
"29293","collection",5380,"income_decile",6
"29294","other",3761,"income_decile",4
"29295","other",7709,"income_decile",10
"29296","collection",6280,"income_decile",7
"29297","parking",3220,"income_decile",3
"29298","household",4354,"income_decile",6
"29299","noise",6410,"income_decile",8
"29300","other",4225,"income_decile",4
"29301","noise",6669,"income_decile",8
"29302","other",3967,"income_decile",4
"29303","parking",4128,"income_decile",5
"29304","parking",2262,"income_decile",2
"29305","other",2363,"income_decile",3
"29306","parking",8222,"income_decile",9
"29307","other",0,"income_decile",NA
"29308","household",3496,"income_decile",4
"29309","collection",2560,"income_decile",2
"29310","household",2775,"income_decile",2
"29311","other",7696,"income_decile",9
"29312","other",3273,"income_decile",4
"29313","collection",7658,"income_decile",8
"29314","other",4401,"income_decile",2
"29315","collection",5524,"income_decile",7
"29316","parking",5104,"income_decile",7
"29317","household",5895,"income_decile",7
"29318","other",2451,"income_decile",1
"29319","other",7815,"income_decile",8
"29320","household",3705,"income_decile",9
"29321","other",7030,"income_decile",10
"29322","other",2056,"income_decile",2
"29323","collection",2184,"income_decile",1
"29324","collection",5430,"income_decile",9
"29325","other",3054,"income_decile",5
"29326","noise",7129,"income_decile",8
"29327","parking",2456,"income_decile",1
"29328","parking",1346,"income_decile",1
"29329","collection",3347,"income_decile",6
"29330","household",4939,"income_decile",7
"29331","other",3692,"income_decile",3
"29332","parking",3636,"income_decile",2
"29333","other",6534,"income_decile",8
"29334","other",5690,"income_decile",7
"29335","other",5582,"income_decile",5
"29336","collection",1769,"income_decile",1
"29337","noise",6744,"income_decile",10
"29338","parking",5663,"income_decile",6
"29339","parking",1322,"income_decile",1
"29340","parking",1570,"income_decile",1
"29341","parking",3546,"income_decile",6
"29342","collection",7269,"income_decile",9
"29343","parking",4226,"income_decile",5
"29344","other",7996,"income_decile",10
"29345","other",1660,"income_decile",1
"29346","household",3496,"income_decile",4
"29347","household",2775,"income_decile",2
"29348","other",5557,"income_decile",6
"29349","other",7176,"income_decile",10
"29350","other",3711,"income_decile",6
"29351","household",3496,"income_decile",4
"29352","parking",6704,"income_decile",6
"29353","parking",2601,"income_decile",3
"29354","other",195,"income_decile",1
"29355","collection",6119,"income_decile",6
"29356","other",8078,"income_decile",9
"29357","other",2397,"income_decile",3
"29358","household",2980,"income_decile",3
"29359","other",1635,"income_decile",1
"29360","other",4389,"income_decile",6
"29361","noise",1660,"income_decile",1
"29362","collection",6033,"income_decile",8
"29363","collection",2284,"income_decile",2
"29364","other",3521,"income_decile",2
"29365","noise",8957,"income_decile",10
"29366","parking",2493,"income_decile",3
"29367","household",3967,"income_decile",5
"29368","other",2880,"income_decile",6
"29369","other",4591,"income_decile",8
"29370","other",2775,"income_decile",2
"29371","other",2320,"income_decile",1
"29372","other",7708,"income_decile",9
"29373","other",4390,"income_decile",4
"29374","other",4684,"income_decile",7
"29375","other",5543,"income_decile",6
"29376","other",2137,"income_decile",1
"29377","other",589,"income_decile",2
"29378","household",7620,"income_decile",9
"29379","other",6204,"income_decile",8
"29380","other",6217,"income_decile",8
"29381","collection",3500,"income_decile",5
"29382","other",6250,"income_decile",10
"29383","household",12370,"income_decile",10
"29384","collection",3432,"income_decile",3
"29385","collection",4188,"income_decile",4
"29386","other",8092,"income_decile",8
"29387","other",5199,"income_decile",3
"29388","collection",4386,"income_decile",4
"29389","other",4591,"income_decile",8
"29390","other",3013,"income_decile",2
"29391","other",4218,"income_decile",6
"29392","other",2131,"income_decile",1
"29393","other",4732,"income_decile",6
"29394","parking",3063,"income_decile",3
"29395","collection",3922,"income_decile",4
"29396","collection",4201,"income_decile",7
"29397","other",10588,"income_decile",9
"29398","other",3697,"income_decile",2
"29399","other",4218,"income_decile",6
"29400","parking",3565,"income_decile",4
"29401","other",2876,"income_decile",1
"29402","other",5246,"income_decile",8
"29403","other",1660,"income_decile",1
"29404","other",3319,"income_decile",3
"29405","parking",2206,"income_decile",1
"29406","other",8463,"income_decile",10
"29407","parking",4469,"income_decile",5
"29408","parking",3828,"income_decile",3
"29409","parking",6291,"income_decile",7
"29410","other",3409,"income_decile",4
"29411","parking",2454,"income_decile",2
"29412","collection",2879,"income_decile",3
"29413","household",5124,"income_decile",9
"29414","other",3592,"income_decile",2
"29415","other",7815,"income_decile",8
"29416","other",7688,"income_decile",9
"29417","other",3665,"income_decile",4
"29418","collection",5437,"income_decile",8
"29419","other",12370,"income_decile",10
"29420","other",4218,"income_decile",6
"29421","other",3722,"income_decile",4
"29422","other",1292,"income_decile",1
"29423","other",3013,"income_decile",2
"29424","collection",4225,"income_decile",4
"29425","other",4218,"income_decile",6
"29426","other",12370,"income_decile",10
"29427","household",5124,"income_decile",9
"29428","other",3349,"income_decile",7
"29429","other",3476,"income_decile",3
"29430","collection",1271,"income_decile",1
"29431","other",4609,"income_decile",6
"29432","household",3013,"income_decile",2
"29433","parking",3286,"income_decile",4
"29434","other",1150,"income_decile",1
"29435","collection",13002,"income_decile",10
"29436","other",2661,"income_decile",3
"29437","other",3857,"income_decile",4
"29438","other",3300,"income_decile",4
"29439","other",6464,"income_decile",7
"29440","other",1889,"income_decile",1
"29441","collection",3466,"income_decile",5
"29442","other",3323,"income_decile",2
"29443","other",2411,"income_decile",3
"29444","other",4218,"income_decile",6
"29445","other",2879,"income_decile",6
"29446","other",4218,"income_decile",6
"29447","other",4624,"income_decile",7
"29448","household",6370,"income_decile",8
"29449","parking",479,"income_decile",2
"29450","other",2786,"income_decile",3
"29451","other",2187,"income_decile",3
"29452","other",3629,"income_decile",4
"29453","other",3409,"income_decile",4
"29454","other",5512,"income_decile",7
"29455","household",3237,"income_decile",4
"29456","collection",3462,"income_decile",3
"29457","household",5792,"income_decile",9
"29458","household",8092,"income_decile",8
"29459","household",6469,"income_decile",4
"29460","collection",2146,"income_decile",2
"29461","collection",4420,"income_decile",7
"29462","collection",4671,"income_decile",5
"29463","household",4332,"income_decile",5
"29464","other",4197,"income_decile",5
"29465","other",7060,"income_decile",8
"29466","other",4740,"income_decile",6
"29467","other",1889,"income_decile",1
"29468","household",4218,"income_decile",6
"29469","household",12370,"income_decile",10
"29470","parking",1732,"income_decile",2
"29471","other",3010,"income_decile",4
"29472","noise",4051,"income_decile",4
"29473","household",1596,"income_decile",3
"29474","other",3336,"income_decile",3
"29475","other",4218,"income_decile",6
"29476","collection",2486,"income_decile",5
"29477","parking",6506,"income_decile",9
"29478","collection",7269,"income_decile",9
"29479","other",3617,"income_decile",5
"29480","collection",2451,"income_decile",1
"29481","household",6291,"income_decile",10
"29482","other",1800,"income_decile",2
"29483","parking",2134,"income_decile",3
"29484","household",4298,"income_decile",7
